Default Dataset,,Red DS,
X,Y,X,Y
6939.722594089364,1.7529838487893695e-17,,
6943.77146639982,1.6800214176351064e-17,,
6949.38585779146,2.0458879437988234e-17,,
6949.78879924731,2.1578620794719836e-17,,
6953.202943089837,1.9288528302421296e-17,,
6953.2361411500515,1.8529381619891396e-17,,
6953.2693392102665,1.7770234937361496e-17,,
6954.866304231819,1.5698397116290297e-17,,
6960.089465705518,1.6821301584199118e-17,,
6962.240522160647,1.438118724749585e-17,,
6963.502180187121,1.3415685216738589e-17,,
6961.0230228237915,1.2696604609119973e-17,,
6961.056220884006,1.1937457926590073e-17,,
6961.590064135617,1.1212051096617055e-17,,
6958.0982737189215,1.0684865900415742e-17,,
6977.4369737451925,1.6264594017010524e-17,,
6977.481791126482,1.5239745995595155e-17,,
6979.899255427912,1.7369574188248498e-17,,
6981.039977663604,1.4248637826736667e-17,,
6978.858127372861,1.8213070502170603e-17,,
6985.091985346415,1.3447316328510671e-17,,
6985.114578470727,1.293067483623336e-17,,
6991.177374217343,1.2076634818387228e-17,,
6991.645703995364,1.1209038609781615e-17,,
6992.746674188718,1.0637419232757613e-17,,
7010.425332879027,1.2842107723271541e-17,,
7010.272252934707,1.1749779996742395e-17,,
7012.202812352996,1.3531665959902876e-17,,
7048.340745232819,1.3869064485471711e-17,,
7052.144920174447,1.2993937059777524e-17,,
7057.460067939989,1.2013372594843064e-17,,
7061.0941489314355,1.1583189474742797e-17,,
7080.065641525003,1.1781411108514477e-17,,
7092.874790299729,1.166543036535019e-17,,
7099.699461767512,1.0612566216365271e-17,,
7114.166781193852,1.0469774340365596e-17,,
7131.311458307301,1.1106614057376795e-17,,
7148.213113324404,1.117690541687031e-17,,
7167.476134068964,1.0832477755352099e-17,,
7181.0333919089335,1.0832477755352099e-17,,
7184.075625260228,1.0157680704214417e-17,,
7193.15540999985,9.206111425071029e-18,,
7210.786099469226,9.555183337127193e-18,,
7218.70996266285,1.04318170062391e-17,,
7230.421961655914,1.1292183246439647e-17,,
7232.62686615514,1.5986240233416214e-17,,
7232.068954309874,1.496560969357047e-17,,
7232.102152370087,1.420646301104057e-17,,
7232.135350430302,1.3447316328510671e-17,,
7232.168548490516,1.2688169645980758e-17,,
7230.688929390137,1.2076634818387228e-17,,
7235.925001220585,3.0127455936320454e-17,,
7235.317568935499,2.3349963053956278e-17,,
7234.758919355562,2.2346202440388963e-17,,
7234.792117415776,2.158705575785905e-17,,
7234.8253154759905,2.082790907532915e-17,,
7234.858513536205,2.006876239279925e-17,,
7234.888022923062,1.939396534166157e-17,,
7233.413936832718,1.865590606697971e-17,,
7233.447134892932,1.789675938444981e-17,,
7233.480332953146,1.713761270191991e-17,,
7241.930345879665,4.436567371532575e-17,,
7241.075772479651,4.323960613623972e-17,,
7241.1089705398645,4.248045945370982e-17,,
7241.1421686000795,4.172131277117992e-17,,
7241.175366660293,4.096216608865002e-17,,
7241.511035935792,4.017560577591764e-17,,
7240.036949845448,3.9437546501235796e-17,,
7240.070147905662,3.8678399818705896e-17,,
7240.1033459658765,3.7919253136175996e-17,,
7240.136544026091,3.7160106453646084e-17,,
7240.169742086306,3.6400959771116184e-17,,
7240.202940146519,3.5641813088586284e-17,,
7240.236138206734,3.4882666406056384e-17,,
7240.269336266947,3.4123519723526484e-17,,
7240.302534327162,3.336437304099657e-17,,
7240.3350407611215,3.262104191435272e-17,,
7240.365472316318,3.192515745536697e-17,,
7235.873359793585,3.130835077581142e-17,,
7235.9729539742275,2.903091072822172e-17,,
7236.0061520344425,2.827176404569182e-17,,
7236.039350094656,2.7512617363161907e-17,,
7236.072548154871,2.6753470680632006e-17,,
7236.105746215085,2.5994323998102106e-17,,
7236.138944275299,2.5235177315572206e-17,,
7236.172142335513,2.4476030633042294e-17,,
7242.976976205806,5.640939525094367e-17,,
7242.3544510989,5.5335343277882837e-17,,
7242.3876491591145,5.4576196595352937e-17,,
7242.420847219329,5.381704991282303e-17,,
7242.454045279543,5.305790323029313e-17,,
7243.994896357652,5.2269234176775955e-17,,
7244.028094417865,5.1510087494246055e-17,,
7244.06129247808,5.0750940811716155e-17,,
7244.094490538294,4.999179412918625e-17,,
7244.127688598508,4.923264744665635e-17,,
7244.160886658722,4.847350076412644e-17,,
7244.194084718936,4.771435408159654e-17,,
7244.22728277915,4.695520739906664e-17,,
7244.260480839364,4.619606071653674e-17,,
7244.293678899579,4.543691403400683e-17,,
7243.711790677491,5.874306838612818e-17,,
7243.755132589437,5.775196021726969e-17,,
7239.255412177906,5.730912465246058e-17,,
7254.301879668983,3.0144325862598895e-17,,
7251.865142049262,4.453015549654056e-17,,
7251.8983401094765,4.377100881401066e-17,,
7251.931538169691,4.301186213148075e-17,,
7251.964736229905,4.225271544895085e-17,,
7251.997934290119,4.149356876642095e-17,,
7252.031132350333,4.073442208389105e-17,,
7253.577055354308,3.982977228720958e-17,,
7253.609423463016,3.908960427174292e-17,,
7253.64262152323,3.833045758921302e-17,,
7253.6758195834445,3.757131090668312e-17,,
7253.709017643659,3.681216422415322e-17,,
7253.742215703873,3.605301754162331e-17,,
7253.775413764088,3.529387085909341e-17,,
7253.808611824301,3.453472417656351e-17,,
7253.841809884516,3.377557749403361e-17,,
7253.875007944729,3.301643081150371e-17,,
7253.908206004944,3.22572841289738e-17,,
7255.445921710698,3.1540312262140006e-17,,
7259.491474215133,3.0886602618850366e-17,,
7260.362185561084,2.934722184594251e-17,,
7258.593282252671,2.8461550716324285e-17,,
7258.626480312885,2.7702404033794385e-17,,
7258.659678373099,2.6943257351264485e-17,,
7258.692876433313,2.6184110668734585e-17,,
7258.726074493528,2.5424963986204672e-17,,
7258.7592725537415,2.4665817303674772e-17,,
7258.7924706139565,2.3906670621144872e-17,,
7257.623345593413,2.308426171507081e-17,,
7263.883762015138,2.2304027624692866e-17,,
7263.423600013835,2.134455056760645e-17,,
7263.159675435132,2.0490510549760316e-17,,
7263.192873495347,1.9731363867230404e-17,,
7263.22607155556,1.8972217184700504e-17,,
7262.056024366679,1.8170895686474495e-17,,
7266.238864682624,1.724832159312219e-17,,
7265.153218950994,1.6239289127592856e-17,,
7265.186417011209,1.5480142445062956e-17,,
7265.2196150714235,1.4720995762533044e-17,,
7265.252813131638,1.3961849080003144e-17,,
7264.282599821878,1.3183723730410002e-17,,
7265.315889446045,1.2519470383196335e-17,,
7276.780901018903,4.1226461600345617e-17,,
7277.664645677383,4.01545183680696e-17,,
7276.190467370206,3.9418567834172555e-17,,
7277.728736376963,3.8688943522629924e-17,,
7277.761934437178,3.792979684010001e-17,,
7277.492937932609,3.7191737565418166e-17,,
7277.526135992823,3.6432590882888266e-17,,
7277.559334053038,3.5673444200358366e-17,,
7277.892421257186,3.4945928629600535e-17,,
7277.925619317401,3.4186781947070635e-17,,
7277.958817377615,3.3427635264540735e-17,,
7277.992015437829,3.2668488582010835e-17,,
7278.025213498043,3.1909341899480935e-17,,
7278.058411558257,3.115019521695102e-17,,
7278.090226365963,3.0422679646193204e-17,,
7278.127297533201,2.957496585070147e-17,,
7278.160772243918,2.880949294581716e-17,,
7278.193970304132,2.805034626328726e-17,,
7278.227168364346,2.729119958075736e-17,,
7278.26036642456,2.653205289822746e-17,,
7278.293564484775,2.5772906215697547e-17,,
7278.326070918734,2.502957508905368e-17,,
7276.848526697118,2.4370593593802034e-17,,
7278.386242402872,2.3653621726968243e-17,,
7278.300757397821,4.6276192866359335e-17,,
7277.435947929242,4.5384195514386694e-17,,
7277.469145989455,4.4625048831856794e-17,,
7277.50234404967,4.3865902149326894e-17,,
7277.535542109884,4.3106755466796994e-17,,
7277.568740170098,4.2347608784267094e-17,,
7277.368168556304,4.693411999121858e-17,,
7289.562092723478,2.299569460210899e-17,,
7289.004549745547,2.1966629099124007e-17,,
7288.287563861754,2.1138948341087936e-17,,
7288.477069455477,3.402862638821024e-17,,
7288.510267515691,3.326947970568034e-17,,
7288.543465575905,3.251033302315044e-17,,
7288.5766636361195,3.175118634062054e-17,,
7288.609861696334,3.0992039658090626e-17,,
7288.643059756549,3.0232892975560726e-17,,
7288.673491311744,2.953700851657499e-17,,
7288.709455876977,2.8714599610500926e-17,,
7288.74265393719,2.7955452927971026e-17,,
7288.775851997405,2.7196306245441114e-17,,
7288.809050057619,2.6437159562911214e-17,,
7288.842248117833,2.5678012880381314e-17,,
7288.875446178047,2.4918866197851414e-17,,
7290.415006220481,2.41597195153215e-17,,
7292.846072504915,2.0237461655583674e-17,,
7295.575921331278,1.9324678144446538e-17,,
7300.769441679786,1.8664943527486018e-17,,
7296.720562782413,1.775441938147545e-17,,
7295.243018560796,1.7095437886223802e-17,,
7314.926114928396,3.0457186313580926e-17,,
7313.985352322053,2.94231365141955e-17,,
7314.017997081263,2.867664227637443e-17,,
7312.847903783964,2.787637514854083e-17,,
7312.881793470433,2.710141291012488e-17,,
7312.914991530646,2.634226622759498e-17,,
7312.948189590861,2.558311954506507e-17,,
7312.980004398566,2.485560397430725e-17,,
7310.0032449993605,2.4033195068233187e-17,,
7310.036443059575,2.3274048385703287e-17,,
7310.067796783111,2.2557076518869496e-17,,
7308.590944187748,2.18822794677318e-17,,
7308.6241422479625,2.11231327852019e-17,,
7308.657340308177,2.036398610267199e-17,,
7308.690538368392,1.960483942014209e-17,,
7316.2623089075205,3.4000509844412845e-17,,
7315.639169021722,3.2940516143250706e-17,,
7315.672367081937,3.2181369460720806e-17,,
7314.195883353911,3.14981374464439e-17,,
7316.063550891461,3.701460333949453e-17,,
7317.016335219609,3.5894861982762913e-17,,
7317.049533279822,3.5135715300233013e-17,,
7332.860386107332,2.9530682294220563e-17,,
7331.64492212774,2.861970627518468e-17,,
7330.926322449353,2.78289284808827e-17,,
7327.940525800423,2.7213176171719555e-17,,
7331.990781363387,2.6451920748404854e-17,,
7331.022596823975,2.562740310154599e-17,,
7331.053581680175,2.4918866197851414e-17,,
7329.579034505661,2.4191350627093583e-17,,
7329.612232565874,2.3432203944563683e-17,,
7329.865960597512,2.2551051545198628e-17,,
7338.870970359248,3.4045879721904106e-17,,
7337.932219756554,3.2965821032668386e-17,,
7337.965417816768,3.2206674350138474e-17,,
7337.9986158769825,3.1447527667608574e-17,,
7338.0318139371975,3.0688380985078674e-17,,
7339.870433172059,2.99798440813841e-17,,
7340.098823530755,4.0066654168702706e-17,,
7340.511340167861,3.828828277351691e-17,,
7339.54509218196,3.741948157017714e-17,,
7339.578290242174,3.666033488764723e-17,,
7339.611488302389,3.590118820511733e-17,,
7339.644686362602,3.514204152258743e-17,,
7340.88574051361,4.120888876047224e-17,,
7339.477589459524,3.896307982465461e-17,,
7340.851159200887,4.199966655477422e-17,,
7345.936456507863,2.905199813606976e-17,,
7345.2215455028345,2.8176870710375574e-17,,
7351.434977447672,2.732283069252944e-17,,
7352.072795179537,2.6516237342341412e-17,,
7352.10737649226,2.572545954803943e-17,,
7352.141266178729,2.4950497309623483e-17,,
7353.377617271206,2.4235634183574505e-17,,
7353.41081533142,2.3476487501044593e-17,,
7353.444013391634,2.2717340818514693e-17,,
7354.678427930598,2.2046761248946612e-17,,
7348.748147774337,3.3649053046945295e-17,,
7348.781345834552,3.288990636441538e-17,,
7348.814543894765,3.213075968188548e-17,,
7356.390617886145,3.1118564105178953e-17,,
7354.922064805836,3.025398038340878e-17,,
7357.962453820453,2.9621358147967195e-17,,
7356.816198574725,2.1386725383302558e-17,,
7355.346815542911,2.054112032859564e-17,,
7355.378907001117,1.9807278535483407e-17,,
7354.81509327848,1.892160740586518e-17,,
7352.432210289773,1.829742013356281e-17,,
7369.040769469706,2.889735714518405e-17,,
7368.580761163128,2.793436552012297e-17,,
7371.130095537075,2.7048694390504757e-17,,
7370.166429622524,2.612084844519042e-17,,
7369.596529588847,2.537435420736935e-17,,
7370.836477137847,2.4577250190712953e-17,,
7373.280131020114,2.381177728582864e-17,,
7373.313329080328,2.3052630603298727e-17,,
7373.346527140542,2.2293483920768827e-17,,
7369.9275880226505,3.15824870778361e-17,,
7369.960786082865,3.08233403953062e-17,,
7371.504034798654,2.99798440813841e-17,,
7376.395676754382,2.1460531310770736e-17,,
7375.680765749353,2.058540388507655e-17,,
7382.499508992096,1.9668101643686252e-17,,
7382.53270705231,1.8908954961156352e-17,,
7382.565905112524,1.814980827862644e-17,,
7382.599103172739,1.739066159609654e-17,,
7383.835730915717,1.6669472247693136e-17,,
7384.172783443725,1.5851280823188685e-17,,
7384.205981503939,1.5092134140658785e-17,,
7383.163470196379,1.4326962484458018e-17,,
7384.271455456028,1.3594928183447028e-17,,
7385.212343812598,1.2747214387955296e-17,,
7382.825956584202,1.2203159265475542e-17,,
7400.838670755417,2.3499984898361006e-17,,
7400.449146848905,2.256551148200871e-17,,
7401.778492031481,2.1692492797099323e-17,,
7402.327603756024,2.094599855927825e-17,,
7402.360801816238,2.018685187674835e-17,,
7402.0946640335205,1.938342163773754e-17,,
7402.126478841226,1.865590606697971e-17,,
7403.6651167153195,1.7917846792297865e-17,,
7403.6983147755345,1.7158700109767953e-17,,
7401.474966909523,1.6331019351731882e-17,,
7401.865505201209,2.4623642487978663e-17,,
7411.29951785416,1.5571872669201982e-17,,
7412.8480690379,1.460712376015357e-17,,
7412.8877222764895,1.37003652226873e-17,,
7414.732612256059,1.2848433945625968e-17,,
7412.695911261919,1.808654605508229e-17,,
7412.729109322133,1.732739937255239e-17,,
7412.762307382347,1.6568252690022477e-17,,
7420.635026161777,1.1904101481448604e-17,,
7420.5382613612655,1.0985361462250488e-17,,
7431.516444898346,1.484752020962137e-17,,
7430.956688716402,1.3869064485471711e-17,,
7429.484446962736,1.3088830395093757e-17,,
7438.986762947907,1.8132554944932585e-17,,
7438.0481632454885,1.704904558895808e-17,,
7438.381527100139,1.6315203795845847e-17,,
7439.916476300875,1.566149415255622e-17,,
7439.732964801357,1.985788831431873e-17,,
7438.254267869317,1.9225266078877145e-17,,
7439.694233731108,2.0743559443936945e-17,,
7451.503060399797,1.4796910430786047e-17,,
7452.05082839333,1.3753083742307424e-17,,
7458.920521436819,1.7411749003944594e-17,,
7456.4495713717115,1.6504990466478325e-17,,
7456.482769431925,1.5745843783948425e-17,,
7457.780413980019,1.2863898044714521e-17,,
7455.137418041744,1.2063982373678387e-17,,
7466.066403897925,1.4754735615089926e-17,,
7465.599786718247,1.3942870412939902e-17,,
7471.364261007105,1.9910606833938854e-17,,
7469.902624189341,1.8887867553308298e-17,,
7468.428538098997,1.814980827862644e-17,,
7468.972156335005,1.7200874925464062e-17,,
7466.985805732189,1.6694777137110803e-17,,
7467.019003792403,1.593563045458089e-17,,
7477.927443737983,2.1392629857500026e-17,,
7480.291311615534,2.2451639479629223e-17,,
7480.255347050303,2.3274048385703287e-17,,
7486.712978393065,2.02804799675937e-17,,
7487.213798796447,1.9162003855332982e-17,,
7487.864619101896,2.1502706126466845e-17,,
7489.503773324972,1.8466119396347233e-17,,
7491.052555050797,1.7496098635336812e-17,,
7490.33579970909,1.6663146025338722e-17,,
7492.629923995141,1.587236823103674e-17,,
7494.1667175325565,1.517648377205099e-17,,
7494.199915592771,1.441733708952109e-17,,
7494.223430885422,1.387960818939574e-17,,
7496.517555171474,1.3088830395093757e-17,,
7503.3349151617085,1.2203159265475542e-17,,
7511.4048102987745,1.1380750359401479e-17,,
7509.432292221048,1.0558341453327415e-17,,
7522.2435817437035,2.2695650913299558e-17,,
7520.994899943147,2.1724123908871405e-17,,
7518.017679459773,2.091225870672137e-17,,
7518.050877519987,2.015311202419147e-17,,
7518.084075580201,1.939396534166157e-17,,
7518.879215230748,1.8434488284575163e-17,,
7518.165226394058,1.753827345103291e-17,,
7518.198424454273,1.677912676850301e-17,,
7518.231622514486,1.6019980085973097e-17,,
7518.261131901343,1.5345183034835427e-17,,
7516.787045810999,1.460712376015357e-17,,
7516.820243871213,1.3847977077623669e-17,,
7516.853441931427,1.3088830395093757e-17,,
7515.37197849437,1.2519470383196335e-17,,
7525.986052246032,2.6586688454924677e-17,,
7525.347073420395,2.554094472936896e-17,,
7525.079644602002,2.476703686134542e-17,,
7525.112842662216,2.400789017881552e-17,,
7523.93800019797,2.3316223201399396e-17,,
7525.749534031324,3.110048918416634e-17,,
7526.6565524621765,3.004310630492825e-17,,
7525.183388540172,2.928395962239835e-17,,
7526.724608485615,2.848685560574195e-17,,
7526.757806545829,2.7727708923212052e-17,,
7535.023385804491,2.243055207178118e-17,,
7536.071891206256,2.141835649507464e-17,,
7536.10508926647,2.065920981254474e-17,,
7536.138287326684,1.990006313001484e-17,,
7536.171485386898,1.914091644748494e-17,,
7536.203576845105,1.8407074654372683e-17,,
7536.236037170648,1.7664797898121224e-17,,
7535.874547181649,2.5931061774557943e-17,,
7535.907745241863,2.5171915092028043e-17,,
7535.940943302077,2.4412768409498143e-17,,
7535.974141362291,2.3653621726968243e-17,,
7537.779285886438,1.6821301584199118e-17,,
7537.812483946653,1.6062154901669218e-17,,
7538.605779260521,1.514485266027891e-17,,
7540.891604031518,1.4543861536609406e-17,,
7546.660043644236,1.3531665959902876e-17,,
7546.995436269232,1.2751431869524922e-17,,
7548.5318609393125,1.2063982373678387e-17,,
7562.013178216543,1.380053040996554e-17,,
7563.468590398015,1.496560969357047e-17,,
7571.177226088167,1.9533669418654908e-17,,
7570.539408356302,1.8617948732853228e-17,,
7569.372496539773,1.7744930047943828e-17,,
7570.90652357217,1.7112307812502243e-17,,
7569.426720038124,1.6504990466478325e-17,,
7564.938065646663,1.5809106007492576e-17,,
7572.982370612313,2.1312919455834367e-17,,
7570.761558709235,2.0427248326216152e-17,,
7572.176626025865,2.2514901703173387e-17,,
7581.358656180106,1.9225266078877145e-17,,
7582.906515737593,1.8276332725714767e-17,,
7582.939713797807,1.7517186043184855e-17,,
7582.970145353003,1.6821301584199118e-17,,
7584.517082742151,1.5893455638884782e-17,,
7583.800096858357,1.506577488084871e-17,,
7586.857776529336,1.4037763748256135e-17,,
7591.266617251031,1.3114135284511425e-17,,
7598.536439136934,1.2215811710184382e-17,,
7599.783579598981,1.1254225912313164e-17,,
7604.650968527385,1.0178768112062471e-17,,
7611.418116451545,9.293096982444244e-18,,
7607.936930970753,8.523406595990317e-18,,
7610.782650248944,7.749498727966776e-18,,
7626.601249290505,1.1153006354642517e-17,,
7624.435444728864,1.0157680704214417e-17,,
7628.370337032585,1.2034460002691119e-17,,
7636.61627410562,9.482883653076722e-18,,
7635.969465232447,1.0495079229783264e-17,,
7646.472627282939,8.309656961894144e-18,,
7643.628534374362,7.585016946751966e-18,,
7654.8314964441415,9.751748103139399e-18,,
7662.144199157822,1.1317488135857327e-17,,
7661.078264774445,1.04318170062391e-17,,
7664.518413764141,1.2139897041931379e-17,,
7673.622981777882,1.0621603676871579e-17,,
7679.469594918102,9.790157310291208e-18,,
7679.712059322168,9.16657253535593e-18,,
7696.199836406045,1.1046364320668071e-17,,
7690.212329117414,1.0178768112062471e-17,,
7706.515343187599,1.6283572684073766e-17,,
7705.057395043192,1.517648377205099e-17,,
7705.090593103407,1.441733708952109e-17,,
7705.12379116362,1.3658190406991191e-17,,
7705.156989223835,1.2899043724461291e-17,,
7705.190187284048,1.2139897041931379e-17,,
7705.21508582921,1.1570537030033957e-17,,
7708.334043586332,2.291977993385601e-17,,
7707.776869475738,2.18822794677318e-17,,
7707.810067535951,2.11231327852019e-17,,
7707.843265596166,2.036398610267199e-17,,
7707.87646365638,1.960483942014209e-17,,
7707.909661716594,1.884569273761219e-17,,
7707.942859776808,1.808654605508229e-17,,
7707.976057837022,1.732739937255239e-17,,
7714.261557237576,3.10643393421411e-17,,
7713.4468215098195,3.001147519315618e-17,,
7713.480019570034,2.9252328510626266e-17,,
7713.513217630248,2.8493181828096366e-17,,
7713.544340811699,2.778148181322458e-17,,
7713.579152666507,2.6985432166960594e-17,,
7713.61235072672,2.6226285484430694e-17,,
7713.645548786935,2.5467138801900794e-17,,
7713.674136005453,2.481342915861114e-17,,
7709.186403782332,2.409645729177735e-17,,
7716.653969299123,4.0875004802878067e-17,,
7716.031567147996,3.97981411754375e-17,,
7716.06476520821,3.90389944929076e-17,,
7716.097963268425,3.82798478103777e-17,,
7716.131161328638,3.75207011278478e-17,,
7717.671274672075,3.674890200060906e-17,,
7717.703550563951,3.60108427259272e-17,,
7718.039496489951,3.521795619084042e-17,,
7718.071587948158,3.4484114397728186e-17,,
7717.804066912931,3.3712315270489446e-17,,
7717.837264973146,3.2953168587959546e-17,,
7717.87046303336,3.2194021905429646e-17,,
7725.438237509687,3.137161299935558e-17,,
7725.471435569901,3.061246631682568e-17,,
7727.010995612333,2.985331963429578e-17,,
7727.044193672547,2.909417295176587e-17,,
7727.0773917327615,2.833502626923597e-17,,
7727.110589792976,2.757587958670607e-17,,
7727.143787853191,2.681673290417617e-17,,
7727.176985913404,2.6057586221646258e-17,,
7727.210183973619,2.5298439539116358e-17,,
7728.753432689409,2.4454943225194252e-17,,
7728.786630749622,2.3695796542664352e-17,,
7731.83854686848,2.2799581709122098e-17,,
7731.871744928694,2.2040435026592198e-17,,
7731.904942988908,2.1281288344062298e-17,,
7731.938141049122,2.0522141661532385e-17,,
7731.971339109337,1.9762994979002485e-17,,
7730.801937438292,1.8946912295282836e-17,,
7737.563367918749,1.819198309432256e-17,,
7736.29455650073,1.7352704261970057e-17,,
7736.3277545609435,1.6593557579440157e-17,,
7735.15743072156,1.579856230356855e-17,,
7740.782064768682,1.5122259009013147e-17,,
7740.823167128948,1.4182363116357064e-17,,
7738.271500986484,1.3481056181067553e-17,,
7738.912776849622,1.2595385051449326e-17,,
7740.604494668037,1.1801444145970137e-17,,
7751.27370570304,3.000093148923214e-17,,
7750.528066731562,2.8461550716324285e-17,,
7749.7129357888025,2.7417724027845674e-17,,
7749.7461338490175,2.6658577345315774e-17,,
7749.777257030468,2.594687733044399e-17,,
7749.809302380258,2.5214089907724152e-17,,
7749.842500440473,2.4454943225194252e-17,,
7749.875698500686,2.3695796542664352e-17,,
7749.908896560901,2.2936649860134452e-17,,
7749.942094621115,2.217750317760454e-17,,
7745.458051071351,2.137618167937853e-17,,
7745.491249131565,2.061703499684863e-17,,
7745.5244471917795,1.985788831431873e-17,,
7745.5576452519945,1.9098741631788818e-17,,
7753.407603240141,3.478777307074014e-17,,
7752.439879784897,3.395271171995725e-17,,
7752.473077845111,3.319356503742735e-17,,
7754.01208458654,3.2447070799606275e-17,,
7754.5506308966815,3.1614118189608184e-17,,
7752.5693522197325,3.0992039658090626e-17,,
7754.633164963047,1.8244701613942685e-17,,
7747.141469374712,1.732739937255239e-17,,
7747.174667434927,1.6568252690022477e-17,,
7752.370163858447,3.554691975327005e-17,,
7763.159533428059,2.9948212969612015e-17,,
7763.191348235763,2.92206973988542e-17,,
7763.224546295978,2.8461550716324285e-17,,
7763.257744356192,2.7702404033794385e-17,,
7763.290942416406,2.6943257351264485e-17,,
7763.32414047662,2.6184110668734585e-17,,
7763.3573385368345,2.5424963986204672e-17,,
7763.3905365970495,2.4665817303674772e-17,,
7763.423734657263,2.3906670621144872e-17,,
7763.456932717478,2.3147523938614972e-17,,
7763.490130777691,2.2388377256085072e-17,,
7765.031535156803,2.158705575785905e-17,,
7765.064733217017,2.082790907532915e-17,,
7765.0979312772315,2.006876239279925e-17,,
7765.131129337446,1.930961571026935e-17,,
7765.164327397661,1.855046902773945e-17,,
7768.82644230662,1.747922870905837e-17,,
7768.259585428463,1.6663146025338722e-17,,
7776.326867755235,1.5900484774834134e-17,,
7778.563986668446,1.5265050885012822e-17,,
7787.682294990443,2.032181128697588e-17,,
7786.223885761867,1.9225266078877145e-17,,
7786.25708382208,1.8466119396347233e-17,,
7786.290281882295,1.7706972713817333e-17,,
7786.323479942509,1.6947826031287433e-17,,
7793.902666252034,2.4476030633042294e-17,,
7793.783163115639,2.351805981937362e-17,,
7793.297839092507,2.2805907931476512e-17,,
7792.1255325911925,2.2056250582478232e-17,,
7789.144392892375,2.1334006863682422e-17,,
7788.3808375074495,1.583019341534063e-17,,
7794.089849957616,2.634678495784814e-17,,
7793.4887279387385,2.533007065088844e-17,,
7794.902412002859,2.7449355139617755e-17,,
7813.189010170841,2.26414261502617e-17,,
7811.72506793223,2.167140538925128e-17,,
7811.758265992444,2.091225870672137e-17,,
7812.868886018776,2.0119974669001667e-17,,
7810.320144467332,1.935179052596546e-17,,
7810.353342527546,1.859264384343556e-17,,
7811.897052327506,1.7738603825589414e-17,,
7811.629807942782,1.6960478475996273e-17,,
7821.0409661903905,2.6802674632277467e-17,,
7820.581572662704,2.5825624735317683e-17,,
7820.6147707229175,2.506647805278777e-17,,
7820.866061595373,2.424105665987828e-17,,
7820.679322506668,2.359035950342408e-17,,
7821.910071426484,2.989285852401088e-17,,
7821.956064572405,2.884112405758924e-17,,
7821.98926263262,2.808197737505934e-17,,
7822.016927682798,2.7449355139617755e-17,,
7830.055837963664,2.2742645707932348e-17,,
7831.302240691039,2.1797929836339596e-17,,
7834.344474042333,2.11231327852019e-17,,
7834.377672102548,2.036398610267199e-17,,
7834.410870162761,1.960483942014209e-17,,
7833.240638540212,1.8807735403485706e-17,,
7841.219239011688,2.4665817303674772e-17,,
7838.750133283258,2.3716883950512394e-17,,
7841.014056556198,1.787567197660177e-17,,
7837.545781432154,1.681075788027508e-17,,
7840.591242372637,1.6062154901669218e-17,,
7839.620660195542,1.5292464515215278e-17,,
7840.647494641333,1.4775823022937993e-17,,
7850.776407246349,3.1169173884014277e-17,,
7850.519537255443,3.015381519613053e-17,,
7849.044759538844,2.943157147733472e-17,,
7849.077957599058,2.867242479480482e-17,,
7849.111155659273,2.7913278112274905e-17,,
7849.144353719486,2.7154131429745005e-17,,
7849.177551779701,2.6394984747215105e-17,,
7849.210749839915,2.5635838064685205e-17,,
7847.8298027518385,2.2767950597350016e-17,,
7847.863000812053,2.2008803914820116e-17,,
7847.896198872268,2.1249657232290216e-17,,
7847.929396932481,2.0490510549760316e-17,,
7847.962594992696,1.9731363867230404e-17,,
7848.5071353970425,1.8761343106219983e-17,,
7856.643611088204,3.478777307074014e-17,,
7856.383375182859,3.38493834215018e-17,,
7856.92099932466,3.303751821935175e-17,,
7854.948020162765,3.222565301720173e-17,,
7856.483430447671,3.156139966998806e-17,,
7850.747082293161,2.4950497309623483e-17,,
7849.269768613629,2.4286243962409828e-17,,
7849.302966673844,2.3527097279879916e-17,,
7854.719783498792,3.744478645959481e-17,,
7854.752981559006,3.6685639777064895e-17,,
7856.295308106457,3.5863230870990844e-17,,
7867.6731132933655,3.0587161427408015e-17,,
7868.1124342901985,2.9726795187207455e-17,,
7866.920070627506,3.402862638821024e-17,,
7866.953268687721,3.326947970568034e-17,,
7868.495595235171,3.2447070799606275e-17,,
7868.528793295385,3.1687924117076375e-17,,
7870.764959301313,2.877786183404508e-17,,
7873.227702068202,2.757587958670607e-17,,
7873.260900128416,2.681673290417617e-17,,
7872.544375328794,2.597850844221606e-17,,
7877.856756589318,2.5061206200825763e-17,,
7878.650743529441,2.4128088403549432e-17,,
7881.703581816637,2.3210786162159123e-17,,
7887.30699940504,2.2527554147882214e-17,,
7891.576546599086,2.134455056760645e-17,,
7898.856604553556,2.0212156766166006e-17,,
7897.697438951078,1.9162003855332982e-17,,
7897.735247852988,1.829742013356281e-17,,
7903.1342360900435,1.7313341100653686e-17,,
7902.340095455198,1.633629120369389e-17,,
7902.373293515412,1.557714452116399e-17,,
7903.903401332367,1.5034143769076642e-17,,
7902.4281625316,1.4322443754204858e-17,,
7902.461360591813,1.3563297071674946e-17,,
7902.494558652028,1.2804150389145046e-17,,
7904.031813273612,1.209772222623527e-17,,
7913.3219676656345,3.217029857160058e-17,,
7909.223621023776,3.116073892087506e-17,,
7912.878358586022,3.0258197864978394e-17,,
7909.290017144204,2.964244555581525e-17,,
7909.323215204418,2.888329887328535e-17,,
