Wavelength (A),Transmittance
10215,3.13E-05
10220,2.88E-05
10225,3.27E-05
10230,3.83E-05
10235,3.16E-05
10240,2.97E-05
10245,3.19E-05
10250,2.87E-05
10255,3.24E-05
10260,2.72E-05
10265,3.65E-05
10270,3.27E-05
10275,3.01E-05
10280,3.07E-05
10285,3.36E-05
10290,3.29E-05
10295,3.07E-05
10300,3.15E-05
10305,2.91E-05
10310,3.60E-05
10315,3.03E-05
10320,3.18E-05
10325,3.35E-05
10330,2.79E-05
10335,2.88E-05
10340,3.49E-05
10345,2.37E-05
10350,3.02E-05
10355,2.54E-05
10360,3.51E-05
10365,3.07E-05
10370,3.56E-05
10375,3.31E-05
10380,2.63E-05
10385,3.38E-05
10390,3.62E-05
10395,3.35E-05
10400,2.75E-05
10405,3.14E-05
10410,3.58E-05
10415,3.87E-05
10420,3.30E-05
10425,3.23E-05
10430,3.15E-05
10435,3.15E-05
10440,2.78E-05
10445,3.06E-05
10450,3.15E-05
10455,3.69E-05
10460,3.36E-05
10465,3.56E-05
10470,2.92E-05
10475,2.91E-05
10480,3.44E-05
10485,3.36E-05
10490,3.54E-05
10495,3.64E-05
10500,3.32E-05
10505,2.78E-05
10510,2.96E-05
10515,3.20E-05
10520,3.41E-05
10525,3.54E-05
10530,2.95E-05
10535,3.20E-05
10540,3.33E-05
10545,3.48E-05
10550,3.56E-05
10555,3.05E-05
10560,3.49E-05
10565,3.48E-05
10570,3.57E-05
10575,2.99E-05
10580,3.09E-05
10585,3.06E-05
10590,2.99E-05
10595,3.48E-05
10600,3.28E-05
10605,3.79E-05
10610,3.11E-05
10615,3.22E-05
10620,4.06E-05
10625,3.66E-05
10630,2.93E-05
10635,3.45E-05
10640,3.50E-05
10645,3.23E-05
10650,4.09E-05
10655,3.24E-05
10660,3.15E-05
10665,4.00E-05
10670,3.53E-05
10675,3.42E-05
10680,3.40E-05
10685,3.47E-05
10690,3.51E-05
10695,3.63E-05
10700,3.24E-05
10705,3.76E-05
10710,3.54E-05
10715,3.52E-05
10720,3.50E-05
10725,3.62E-05
10730,3.52E-05
10735,3.92E-05
10740,3.59E-05
10745,3.52E-05
10750,3.58E-05
10755,3.78E-05
10760,3.24E-05
10765,3.56E-05
10770,3.92E-05
10775,3.07E-05
10780,3.39E-05
10785,4.01E-05
10790,3.59E-05
10795,3.13E-05
10800,3.41E-05
10805,3.99E-05
10810,0.000036608
10815,3.39E-05
10820,3.65E-05
10825,3.05E-05
10830,4.00E-05
10835,3.89E-05
10840,3.69E-05
10845,3.93E-05
10850,3.95E-05
10855,3.83E-05
10860,3.83E-05
10865,3.91E-05
10870,3.95E-05
10875,3.70E-05
10880,3.29E-05
10885,4.28E-05
10890,3.53E-05
10895,4.35E-05
10900,4.54E-05
10905,4.12E-05
10910,4.04E-05
10915,3.41E-05
10920,4.04E-05
10925,0.000042015
10930,4.38E-05
10935,3.90E-05
10940,3.78E-05
10945,4.50E-05
10950,3.59E-05
10955,3.86E-05
10960,0.000043566
10965,4.17E-05
10970,4.43E-05
10975,4.59E-05
10980,4.52E-05
10985,5.20E-05
10990,3.87E-05
10995,4.83E-05
11000,4.33E-05
